kode_mhs,nama_prodi,id_smt,kode_mk,nama_mk,RMK,sks,nilai_akhir,nilai_huruf,Tahun angkatan,Semester_sekarang,Deskripsi Matkul
5025221171,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,60,C,2022,7,wajib
5025221171,Teknik Informatika,5,EK234601,Robotics,Komputasi Cerdas Visi (KCV),3,80,AB,2022,7,pilihan
5025221171,Teknik Informatika,5,EF234518,Data Mining,Komputasi Cerdas Visi (KCV),3,98,A,2022,7,pilihan
5025221171,Teknik Informatika,6,UG234914,English,Non-Rumpun,2,99,A,2022,7,wajib
5025221171,Teknik Informatika,6,UG234915,Technopreneurship,Non-Rumpun,2,77,AB,2022,7,wajib
5025221171,Teknik Informatika,6,UG23490X,Religion,Non-Rumpun,2,67,B,2022,7,wajib
5025221171,Teknik Informatika,6,UG234913,Civics,Non-Rumpun,2,76,AB,2022,7,wajib
5025221171,Teknik Informatika,6,EF234601,Mobile Programming,Algoritma Pemrograman (ALPRO),3,74,B,2022,7,wajib
5025221171,Teknik Informatika,6,EF234602,Human and Computer Interaction,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,72,B,2022,7,wajib
5025221171,Teknik Informatika,6,EF234622,Capstone Project,Non-Rumpun,3,94,A,2022,7,wajib
5025221171,Teknik Informatika,6,EF234603,Practical Work,Non-Rumpun,4,72,B,2022,7,wajib
5025221171,Teknik Informatika,7,UG234912,Indonesian,Non-Rumpun,2,93,A,2022,7,wajib
5025221171,Teknik Informatika,7,UG234911,Pancasila,Non-Rumpun,2,79,AB,2022,7,wajib
5025221171,Teknik Informatika,7,UG234916,Applied Technology and Digital Transformation,Non-Rumpun,3,85,AB,2022,7,wajib
5025221171,Teknik Informatika,7,EF234701,Professional Ethics,Non-Rumpun,2,93,A,2022,7,wajib
5025221171,Teknik Informatika,7,EF234702,Undergraduate Pre-Thesis,Non-Rumpun,2,47,D,2022,7,wajib
5025221171,Teknik Informatika,7,Elective 3,Elective Course,Non-Rumpun,3,76,AB,2022,7,wajib
5025221171,Teknik Informatika,7,Elective 4,Elective Course,Non-Rumpun,3,76,AB,2022,7,wajib
5025221171,Teknik Informatika,7,Enrichment,Enrichment Course,Non-Rumpun,3,79,AB,2022,7,wajib
5025221171,Teknik Informatika,7,EF234506,Inter-Network Technology,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,69,B,2022,7,pilihan
5025221171,Teknik Informatika,7,EF234510,Operations Research,Pemodelan & Komputasi Terapan (PKT),3,97,A,2022,7,pilihan
5025221172,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,91,A,2022,7,wajib
5025221172,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,76,AB,2022,7,wajib
5025221172,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,78,AB,2022,7,wajib
5025221172,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,30,E,2022,7,wajib
5025221172,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,78,AB,2022,7,wajib
5025221172,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,59,C,2022,7,wajib
5025221172,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,76,AB,2022,7,wajib
5025221172,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,81,AB,2022,7,wajib
5025221172,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,99,A,2022,7,wajib
5025221172,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,95,A,2022,7,wajib
5025221172,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,85,AB,2022,7,wajib
5025221172,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,84,AB,2022,7,wajib
5025221172,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,82,AB,2022,7,wajib
5025221172,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,84,AB,2022,7,wajib
5025221172,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,97,A,2022,7,wajib
5025221172,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,76,AB,2022,7,wajib
5025221172,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,88,A,2022,7,wajib
5025221172,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,79,AB,2022,7,wajib
5025221172,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,72,B,2022,7,wajib
5025221172,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,72,B,2022,7,wajib
5025221172,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,94,A,2022,7,wajib
5025221172,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,62,BC,2022,7,wajib
5025221172,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,80,AB,2022,7,wajib
5025221172,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,57,C,2022,7,wajib
5025221172,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,82,AB,2022,7,wajib
5025221172,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,63,BC,2022,7,wajib
5025221172,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,67,B,2022,7,wajib
5025221172,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,87,A,2022,7,wajib
5025221172,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,84,AB,2022,7,wajib
5025221172,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,39,E,2022,7,wajib
5025221172,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,78,AB,2022,7,wajib
5025221172,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,82,AB,2022,7,wajib
5025221172,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,96,A,2022,7,wajib
5025221172,Teknik Informatika,5,EF234705,Digital Forensics,Komputasi Berbasis Jaringan (KBJ),3,100,A,2022,7,pilihan
5025221172,Teknik Informatika,5,EF234712,Big Data,Manajemen Cerdas Informasi (MCI),3,79,AB,2022,7,pilihan
5025221172,Teknik Informatika,6,UG234914,English,Non-Rumpun,2,87,A,2022,7,wajib
5025221172,Teknik Informatika,6,UG234915,Technopreneurship,Non-Rumpun,2,84,AB,2022,7,wajib
5025221172,Teknik Informatika,6,UG23490X,Religion,Non-Rumpun,2,73,B,2022,7,wajib
5025221172,Teknik Informatika,6,UG234913,Civics,Non-Rumpun,2,81,AB,2022,7,wajib
5025221172,Teknik Informatika,6,EF234601,Mobile Programming,Algoritma Pemrograman (ALPRO),3,86,A,2022,7,wajib
5025221172,Teknik Informatika,6,EF234602,Human and Computer Interaction,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,93,A,2022,7,wajib
5025221172,Teknik Informatika,6,EF234622,Capstone Project,Non-Rumpun,3,91,A,2022,7,wajib
5025221172,Teknik Informatika,6,EF234603,Practical Work,Non-Rumpun,4,72,B,2022,7,wajib
5025221172,Teknik Informatika,7,UG234912,Indonesian,Non-Rumpun,2,95,A,2022,7,wajib
5025221172,Teknik Informatika,7,UG234911,Pancasila,Non-Rumpun,2,68,B,2022,7,wajib
5025221172,Teknik Informatika,7,UG234916,Applied Technology and Digital Transformation,Non-Rumpun,3,71,B,2022,7,wajib
5025221172,Teknik Informatika,7,EF234701,Professional Ethics,Non-Rumpun,2,69,B,2022,7,wajib
5025221172,Teknik Informatika,7,EF234702,Undergraduate Pre-Thesis,Non-Rumpun,2,100,A,2022,7,wajib
5025221172,Teknik Informatika,7,Elective 3,Elective Course,Non-Rumpun,3,57,C,2022,7,wajib
5025221172,Teknik Informatika,7,Elective 4,Elective Course,Non-Rumpun,3,78,AB,2022,7,wajib
5025221172,Teknik Informatika,7,Enrichment,Enrichment Course,Non-Rumpun,3,80,AB,2022,7,wajib
5025221172,Teknik Informatika,7,EK234601,Robotics,Komputasi Cerdas Visi (KCV),3,92,A,2022,7,pilihan
5025221172,Teknik Informatika,7,EF234605,Pervasive Computing and Sensor Networks,Komputasi Berbasis Jaringan (KBJ),3,66,B,2022,7,pilihan
5025221173,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,84,AB,2022,7,wajib
5025221173,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,65,BC,2022,7,wajib
5025221173,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,79,AB,2022,7,wajib
5025221173,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,77,AB,2022,7,wajib
5025221173,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,88,A,2022,7,wajib
5025221173,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,66,B,2022,7,wajib
5025221173,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,90,A,2022,7,wajib
5025221173,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,82,AB,2022,7,wajib
5025221173,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,91,A,2022,7,wajib
5025221173,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,87,A,2022,7,wajib
5025221173,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,91,A,2022,7,wajib
5025221173,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,84,AB,2022,7,wajib
5025221173,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,95,A,2022,7,wajib
5025221173,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,90,A,2022,7,wajib
5025221173,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,78,AB,2022,7,wajib
5025221173,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,80,AB,2022,7,wajib
5025221173,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,95,A,2022,7,wajib
5025221173,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,83,AB,2022,7,wajib
5025221173,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,26,E,2022,7,wajib
5025221173,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,60,C,2022,7,wajib
5025221173,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,81,AB,2022,7,wajib
5025221173,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,86,A,2022,7,wajib
5025221173,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,71,B,2022,7,wajib
5025221173,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,25,E,2022,7,wajib
5025221173,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,74,B,2022,7,wajib
5025221173,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,71,B,2022,7,wajib
5025221173,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,85,AB,2022,7,wajib
5025221173,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,76,AB,2022,7,wajib
5025221173,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,74,B,2022,7,wajib
5025221173,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,97,A,2022,7,wajib
5025221173,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,82,AB,2022,7,wajib
5025221173,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,78,AB,2022,7,wajib
5025221173,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,80,AB,2022,7,wajib
5025221173,Teknik Informatika,5,EF234518,Data Mining,Komputasi Cerdas Visi (KCV),3,100,A,2022,7,pilihan
5025221173,Teknik Informatika,5,EF234710,Intelligence Game,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,97,A,2022,7,pilihan
5025221173,Teknik Informatika,6,UG234914,English,Non-Rumpun,2,90,A,2022,7,wajib
5025221173,Teknik Informatika,6,UG234915,Technopreneurship,Non-Rumpun,2,78,AB,2022,7,wajib
5025221173,Teknik Informatika,6,UG23490X,Religion,Non-Rumpun,2,71,B,2022,7,wajib
5025221173,Teknik Informatika,6,UG234913,Civics,Non-Rumpun,2,94,A,2022,7,wajib
5025221173,Teknik Informatika,6,EF234601,Mobile Programming,Algoritma Pemrograman (ALPRO),3,84,AB,2022,7,wajib
5025221173,Teknik Informatika,6,EF234602,Human and Computer Interaction,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,61,BC,2022,7,wajib
5025221173,Teknik Informatika,6,EF234622,Capstone Project,Non-Rumpun,3,53,D,2022,7,wajib
5025221173,Teknik Informatika,6,EF234603,Practical Work,Non-Rumpun,4,67,B,2022,7,wajib
5025221173,Teknik Informatika,7,UG234912,Indonesian,Non-Rumpun,2,57,C,2022,7,wajib
5025221173,Teknik Informatika,7,UG234911,Pancasila,Non-Rumpun,2,84,AB,2022,7,wajib
5025221173,Teknik Informatika,7,UG234916,Applied Technology and Digital Transformation,Non-Rumpun,3,100,A,2022,7,wajib
5025221173,Teknik Informatika,7,EF234701,Professional Ethics,Non-Rumpun,2,92,A,2022,7,wajib
5025221173,Teknik Informatika,7,EF234702,Undergraduate Pre-Thesis,Non-Rumpun,2,79,AB,2022,7,wajib
5025221173,Teknik Informatika,7,Elective 3,Elective Course,Non-Rumpun,3,80,AB,2022,7,wajib
5025221173,Teknik Informatika,7,Elective 4,Elective Course,Non-Rumpun,3,98,A,2022,7,wajib
5025221173,Teknik Informatika,7,Enrichment,Enrichment Course,Non-Rumpun,3,85,AB,2022,7,wajib
5025221173,Teknik Informatika,7,EF234720,Special Topics in Modelling and Applied Computing,Pemodelan & Komputasi Terapan (PKT),3,87,A,2022,7,pilihan
5025221173,Teknik Informatika,7,EF234617,Geographic Information Systems,Manajemen Cerdas Informasi (MCI),3,89,A,2022,7,pilihan
5025221174,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,77,AB,2022,7,wajib
5025221174,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,61,BC,2022,7,wajib
5025221174,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,97,A,2022,7,wajib
5025221174,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,84,AB,2022,7,wajib
5025221174,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,72,B,2022,7,wajib
5025221174,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,68,B,2022,7,wajib
5025221174,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,95,A,2022,7,wajib
5025221174,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,69,B,2022,7,wajib
5025221174,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,97,A,2022,7,wajib
5025221174,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,99,A,2022,7,wajib
5025221174,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,85,AB,2022,7,wajib
5025221174,Teknik Informatika,3,EF234301,Web Programming,Algoritma Pemrograman (ALPRO),3,67,B,2022,7,wajib
5025221174,Teknik Informatika,3,EF234302,Object Oriented Programming,Algoritma Pemrograman (ALPRO),3,96,A,2022,7,wajib
5025221174,Teknik Informatika,3,EF234303,Computer Network,Komputasi Berbasis Jaringan (KBJ),4,78,AB,2022,7,wajib
5025221174,Teknik Informatika,3,EF234304,Graph Theory,Pemodelan & Komputasi Terapan (PKT),3,59,C,2022,7,wajib
5025221174,Teknik Informatika,3,EF234305,Discrete Mathematics,Pemodelan & Komputasi Terapan (PKT),3,71,B,2022,7,wajib
5025221174,Teknik Informatika,3,EK234201,Artificial Intelligence Concepts,Komputasi Cerdas Visi (KCV),3,88,A,2022,7,wajib
5025221174,Teknik Informatika,3,EF234307,Software Development Principles,Rekayasa Perangkat Lunak (RPL),2,84,AB,2022,7,wajib
5025221174,Teknik Informatika,4,EF234401,Network Programming,Komputasi Berbasis Jaringan (KBJ),3,69,B,2022,7,wajib
5025221174,Teknik Informatika,4,EF234402,Probabilistic and Statistic,Pemodelan & Komputasi Terapan (PKT),3,47,D,2022,7,wajib
5025221174,Teknik Informatika,4,EF234403,Automata,Pemodelan & Komputasi Terapan (PKT),2,59,C,2022,7,wajib
5025221174,Teknik Informatika,4,EF234404,Database Management,Manajemen Cerdas Informasi (MCI),3,87,A,2022,7,wajib
5025221174,Teknik Informatika,4,EF234405,Algorithm Design and Analysis,Algoritma Pemrograman (ALPRO),3,96,A,2022,7,wajib
5025221174,Teknik Informatika,4,EF234406,Machine Learning,Komputasi Cerdas Visi (KCV),3,50,D,2022,7,wajib
5025221174,Teknik Informatika,4,ER234301,Software Design,Rekayasa Perangkat Lunak (RPL),3,65,BC,2022,7,wajib
5025221174,Teknik Informatika,5,EF234501,Framework-based Programming,Algoritma Pemrograman (ALPRO),3,80,AB,2022,7,wajib
5025221174,Teknik Informatika,5,EF234502,Information Security,Komputasi Berbasis Jaringan (KBJ),3,77,AB,2022,7,wajib
5025221174,Teknik Informatika,5,EF234502,Information Security,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,99,A,2022,7,wajib
5025221174,Teknik Informatika,5,EF234503,Modeling and Simulation,Pemodelan & Komputasi Terapan (PKT),3,85,AB,2022,7,wajib
5025221174,Teknik Informatika,5,EF234504,Computer Graphics,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,91,A,2022,7,wajib
5025221174,Teknik Informatika,5,EF234505,Knowledge based Engineering,Non-Rumpun,3,92,A,2022,7,wajib
5025221174,Teknik Informatika,5,Elective 1,Elective Course,Non-Rumpun,3,86,A,2022,7,wajib
5025221174,Teknik Informatika,5,Elective 2,Elective Course,Non-Rumpun,3,80,AB,2022,7,wajib
5025221174,Teknik Informatika,5,EF234507,Wireless Network,Teknologi Jaringan & Keamanan Siber Cerdas (NETICS),3,78,AB,2022,7,pilihan
5025221174,Teknik Informatika,5,EF234613,Educational and Simulation Games,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,100,A,2022,7,pilihan
5025221174,Teknik Informatika,6,UG234914,English,Non-Rumpun,2,66,B,2022,7,wajib
5025221174,Teknik Informatika,6,UG234915,Technopreneurship,Non-Rumpun,2,87,A,2022,7,wajib
5025221174,Teknik Informatika,6,UG23490X,Religion,Non-Rumpun,2,72,B,2022,7,wajib
5025221174,Teknik Informatika,6,UG234913,Civics,Non-Rumpun,2,80,AB,2022,7,wajib
5025221174,Teknik Informatika,6,EF234601,Mobile Programming,Algoritma Pemrograman (ALPRO),3,89,A,2022,7,wajib
5025221174,Teknik Informatika,6,EF234602,Human and Computer Interaction,"Grafika, Interaksi, Gim dan Analitika (GIGA)",3,98,A,2022,7,wajib
5025221174,Teknik Informatika,6,EF234622,Capstone Project,Non-Rumpun,3,89,A,2022,7,wajib
5025221174,Teknik Informatika,6,EF234603,Practical Work,Non-Rumpun,4,89,A,2022,7,wajib
5025221174,Teknik Informatika,7,UG234912,Indonesian,Non-Rumpun,2,76,AB,2022,7,wajib
5025221174,Teknik Informatika,7,UG234911,Pancasila,Non-Rumpun,2,60,C,2022,7,wajib
5025221174,Teknik Informatika,7,UG234916,Applied Technology and Digital Transformation,Non-Rumpun,3,95,A,2022,7,wajib
5025221174,Teknik Informatika,7,EF234701,Professional Ethics,Non-Rumpun,2,72,B,2022,7,wajib
5025221174,Teknik Informatika,7,EF234702,Undergraduate Pre-Thesis,Non-Rumpun,2,80,AB,2022,7,wajib
5025221174,Teknik Informatika,7,Elective 3,Elective Course,Non-Rumpun,3,84,AB,2022,7,wajib
5025221174,Teknik Informatika,7,Elective 4,Elective Course,Non-Rumpun,3,78,AB,2022,7,wajib
5025221174,Teknik Informatika,7,Enrichment,Enrichment Course,Non-Rumpun,3,78,AB,2022,7,wajib
5025221174,Teknik Informatika,7,EF234617,Geographic Information Systems,Manajemen Cerdas Informasi (MCI),3,91,A,2022,7,pilihan
5025221174,Teknik Informatika,7,EF234715,Special Topics in Computer Architecture and Networks,Komputasi Berbasis Jaringan (KBJ),3,91,A,2022,7,pilihan
5025221175,Teknik Informatika,1,SM234101,Calculus 1,Non-Rumpun,3,92,A,2022,7,wajib
5025221175,Teknik Informatika,1,EF234101,Fundamental Programming,Algoritma Pemrograman (ALPRO),4,87,A,2022,7,wajib
5025221175,Teknik Informatika,1,EF234102,Digital System,Komputasi Berbasis Jaringan (KBJ),3,83,AB,2022,7,wajib
5025221175,Teknik Informatika,1,EF234103,Linear Algebra,Pemodelan & Komputasi Terapan (PKT),3,66,B,2022,7,wajib
5025221175,Teknik Informatika,1,EF234104,Database System,Manajemen Cerdas Informasi (MCI),4,78,AB,2022,7,wajib
5025221175,Teknik Informatika,2,EF234201,Data Structure,Algoritma Pemrograman (ALPRO),4,80,AB,2022,7,wajib
5025221175,Teknik Informatika,2,EF234202,Operating System,Komputasi Berbasis Jaringan (KBJ),4,82,AB,2022,7,wajib
5025221175,Teknik Informatika,2,EF234203,Computer Organization,Komputasi Berbasis Jaringan (KBJ),3,68,B,2022,7,wajib
5025221175,Teknik Informatika,2,EF234204,Numerical Computation,Pemodelan & Komputasi Terapan (PKT),3,92,A,2022,7,wajib
5025221175,Teknik Informatika,2,SM234201,Calculus 2,Non-Rumpun,3,94,A,2022,7,wajib
5025221175,Teknik Informatika,2,EW234201,Introduction to Intelligent Electrical and Informatics Technology,Non-Rumpun,2,72,B,2022,7,wajib
